"user_id","transactions_count","distinct_servers_count","transactions_size_mean","transactions_geodesic_distance_mean","transactions_iat_mean"
7813,1,1,480,6877,2419200
7818,28,1,95079,6877,86004
7824,3128,2220,2515,8803,36
7837,3,1,295789,0,785191
7846,10517,3298,599,7912,232
7858,6355,387,368,6914,37
7859,10342,453,346,6976,117
7862,7,2,3244380,0,246923
7873,252,181,604,8827,4122
7886,5,5,47417,9383,198519
7892,5,1,699,6877,4207
7938,3,1,79328,0,597548
7948,11,1,547,6877,40464
7972,2,1,33500,6877,6632
7987,25353,12223,3015,8515,79
7994,1,1,6331611,6877,2419200
8012,1,1,383194,0,2419200
8024,171,25,172,10289,14608
8034,747,471,784,8289,43
8042,19765,6650,453,7778,74
8050,48,4,886471,0,44996
8061,1,1,786005,0,2419200
8076,1351,436,3098,2989,335
8088,1,1,28347,0,2419200
8089,9,1,2811324,0,164825
8096,1,1,1258,0,2419200
8121,2,1,2434257,0,206125
8131,35,6,6268,6593,60128
8136,10867,7851,797,8376,158
8138,2,1,260,6877,35
8141,3,2,197634,6877,271448
8142,2,2,1208528,0,39671
8146,9246,5491,2686,8504,245
8148,1,1,1800,0,2419200
8149,7,1,818831,0,123592
8167,4,1,2800077,0,569273
8173,1,1,2436,0,2419200
8194,13284,7466,4120,8554,145
8196,315,1,534,6877,7743
8207,1,1,7709881,6877,2419200
8215,2,1,114719,6877,309114
8219,21,2,627128,0,80379
8222,4,1,67597,6877,268885
8237,769,517,548,8343,138
8242,12283,6795,851,8570,180
8244,8,1,65748,0,234614
8250,7,1,481,0,283747
8254,1,1,308396,0,2419200
8257,2,2,2185,0,164288
8258,105,83,23083,8076,17390
8284,2,1,79674,0,4338
8286,14656,7762,2256,8520,69
8292,19,4,636757,1086,81587
8293,1,1,1460,6877,2419200
8294,9514,4789,1684,8260,247
8304,662,587,593,8158,143
8305,1,1,3838547,0,2419200
8330,32559,10655,483,7815,69
8344,105,75,1490,6991,21
8355,4963,2473,853,8945,395
8364,1,1,5844935,6877,2419200
8368,5,4,2268,7233,21398
8376,20,1,4224,0,104300
8381,2,1,344837,0,1277
8391,11176,3282,550,9496,215
8406,30,6,2086,7471,63556
8423,1,1,55356,0,2419200
8445,9,1,841372,6877,172834
8455,3,1,234919,0,547447
8459,5,1,64156,6877,284848
8470,1,1,555,0,2419200
8492,1,1,774,0,2419200
8495,1,1,16554972,6877,2419200
8497,2,1,1711,6877,29253
8501,11331,4157,484,8100,90
8504,2,1,7091,6877,486723
8506,6,3,571096,1146,212735
8517,1,1,2052,6877,2419200
8523,9,3,186372,6877,185787
8527,2,2,8943,6877,37411
8533,2,1,1560517,6877,185653
8537,10997,686,360,7028,25
8562,314,71,360,6900,279
8601,1,1,281919,0,2419200
8622,2,1,824081,0,43495
8624,7004,2972,1309,8278,344
8634,3,1,3055765,6877,368989
8640,1,1,284611,6877,2419200
8642,3,2,7194,2292,458116
8644,1,1,3818973,0,2419200
8648,12787,7055,3530,8583,84
8664,3,2,91742,6877,316147
8670,3,1,745675,6877,104552
8675,1,1,2819,6877,2419200
8715,2,1,272745,0,9070
8719,17,1,369457,6877,54290
8723,2997,435,750,7202,830
8735,4,2,81238,0,258535
8738,9,1,2096,6877,187
8741,4,4,19968,6959,335689
8748,3,2,82452,6877,370648
8750,1,1,15810,0,2419200
8752,118,1,440317,0,18421
8763,2,1,21277332,6877,260274
8781,5,1,214446,6877,314386
8784,3,1,657,6877,63
8789,1,1,1779330,6877,2419200
8804,2,1,6343,0,972219
8808,246,203,254,8308,66
8826,1,1,9473276,6877,2419200
8827,5,2,6500050,0,362851
8837,126,60,515,7000,4872
8841,12,4,3439650,0,184523
8847,156,2,453,88,14908
8855,75,21,208302,2384,28925
8867,1,1,42967,0,2419200
8869,5,1,372893,0,424430
8879,6,1,67254,0,273945
8882,4,1,3676,6877,435296
8888,542,270,594,7730,1338
8912,2,2,33849,0,853752
8918,2575,1312,1495,11568,573
8922,2,2,300254,0,749365
8925,1,1,19841,0,2419200
8928,1,1,14144,6877,2419200
8936,2,1,2894,0,56
8946,2,1,2053526,0,217910
8953,1,1,3008,6877,2419200
8954,13,13,2590,6994,6191
8962,2,1,101571,6877,75
8977,3,1,309,6877,580
8985,2512,1750,9293,10653,540
8986,3,1,169750,6877,402162
8999,658,501,582,8281,394
9004,91,83,1664,8868,15823
9006,3,3,616,6877,1
9022,4,2,491,1719,177
9033,4,3,1855,3439,278142
9049,115,1,449684,0,19633
9055,6,1,485252,0,360042
9060,29,26,6259,9953,19
9062,324,313,3811,8480,10
9064,6,4,53024,6877,208722
9069,7,1,3379440,6877,197875
9072,24,3,628613,6877,93697
9106,4,2,977614,6877,301400
9111,553,357,961,8599,627
9119,5,1,16842,0,254724
9122,5,3,826,6877,121010
9132,1,1,12360,6877,2419200
9134,8644,2538,28909,7827,15
9151,1,1,187,6877,2419200
9180,5,1,66923,6877,349327
9195,163,7,1065355,6708,13334
9196,1,1,2655328,0,2419200
9213,26,24,595,8950,13378
9216,306,177,55659,12073,59
9219,1,1,37943,6877,2419200
9227,1,1,139181,6877,2419200
9228,138,39,290,6877,44
9233,2788,1992,2036,8652,215
9235,8,2,2138322,0,184357
9265,5011,2170,594,8954,487
9276,1,1,4898,6877,2419200
9283,825,575,978,9008,1055
9292,9,3,473440,6877,167615
9294,4,2,2231901,6877,323217
9297,8,2,2711333,0,117978
9299,1,1,18414,6877,2419200
9320,840,421,1046,8396,2689
9324,48,2,301576,6877,21620
9325,44,1,177480,6877,49201
9328,2,1,21174,0,302808
9334,1,1,39015,0,2419200
9340,10403,1246,654,8195,223
9344,4,1,33233,0,421836
9351,5,1,1725784,0,364192
9362,1,1,4937,6877,2419200
9386,4481,578,466,3721,380
9388,2,1,324629,6877,203046
9403,122,1,1655,6877,2769
9417,1,1,55503,0,2419200
9429,2,1,20950,6877,284432
9456,1,1,674,0,2419200
9464,17,2,11295,0,136778
9480,128,7,655,7263,2566
9482,13457,8963,1122,8367,23
9488,70,8,444647,1277,31035
9489,63,2,184239,6877,34446
9494,7,1,7073488,6877,64056
9499,1,1,1219,6877,2419200
9501,35,35,388,7949,565
9537,2,1,4184409,6877,630275
9538,6,1,4319,0,361810
9551,1023,766,1650,8244,2337
9563,563,1,228,6877,143
9577,5,1,3078386,0,361294
9591,5,1,54426,6877,311218
9599,7,1,1640579,6877,238321
9602,2,1,19867,0,37896
9607,53,1,446,6877,43919
9611,26,1,1079,6877,58013
9631,1,1,20604986,0,2419200
9636,3,1,169460,0,148081
9640,5,2,254677,0,290987
9662,1,1,505,6877,2419200
9669,1,1,137849,0,2419200
9680,4,1,21541,0,221764
9703,1036,504,656,8422,428
9704,12712,4505,904,8142,165
9709,1,1,1160,0,2419200
9710,1458,963,476,8127,928
9715,5,1,3421386,0,381746
9717,1,1,339,6877,2419200
9719,2,1,3891,0,989
9724,207,7,56831,5681,11426
9734,2,1,606821,0,823432
9769,8,6,572,6877,217685
9788,8,1,173181,6877,256897
9801,1,1,9932,6877,2419200
9812,22,1,353138,6877,75014
9828,3,1,85123,6877,83684
9841,217,44,2719,6877,11268
9842,1,1,7609874,6877,2419200
9855,2545,1794,1579,8582,612
9861,2519,1770,1154,8566,121
9862,2,1,36686,6877,218357
9864,1,1,1083876,6877,2419200
9865,121,4,381677,6877,10706
9884,1,1,33356,6877,2419200
9927,42,1,2078,6877,866
9929,2,2,3506,6877,722656
9945,67,2,232802,205,27492
9949,3,1,32251,6877,179499
9956,4,2,2763801,0,105235
9958,8,2,5640125,6877,225907
9959,2,2,4524,6877,360627
9964,1,1,19845,0,2419200
9972,4,1,65785,6877,481229
9980,2,2,24774,6877,92727
9988,12,1,32890,6877,122215
9993,4,1,210131,6877,516912
10000,7,1,838188,6877,257601
10010,9,1,52028,0,49519
10013,13,6,232,4761,143597
10016,1,1,79460,6877,2419200
10023,4,1,1641720,6877,139166
10024,18,1,1049,6877,106635
10049,952,1,510,6877,723
10050,13531,4911,791,8795,176
10069,6,1,13719,0,29059
10075,1,1,5335,6877,2419200
10078,33,1,2096,6877,44520
10086,328,57,4368,6982,5562
10093,1,1,4715,6877,2419200
10094,207,4,224634,6877,10614
10104,7,1,1315,0,311138
10114,53,1,208285,6877,21797
10129,1,1,1794,6877,2419200
10130,1417,167,371,7092,101
10132,1,1,86059,0,2419200
10149,6804,1038,405,7269,356
10174,34,2,2242,0,51860
10183,3,1,3701,6877,233108
10193,10,1,393196,0,198614
10194,232,1,1134118,0,8977
10203,2098,162,1292,14071,948
10212,1,1,3941,0,2419200
10217,12,2,121890,5158,158974
10219,7923,344,585,7043,220
10228,1,1,4141964,6877,2419200
10230,8,1,63711,0,272735
10231,2,1,62637,0,61
10232,1,1,7004,0,2419200
10233,8,6,392302,4298,232140
10243,9317,505,363,6943,229
10245,169,119,276067,8379,12743
10253,23,2,129216,6877,90987
10262,7,1,116913,0,257317
10277,1,1,2660,6877,2419200
10279,2,1,5017111,0,197
10282,6,1,501,0,613
10287,2,1,1271,8531,152302
10308,23,2,710,1196,44238
10314,1,1,2690,0,2419200
10318,405,1,504,6877,2869
10319,1,1,52312,6877,2419200
10321,1,1,4849460,6877,2419200
10322,14,1,48703,6877,152168
10325,1,1,18596,0,2419200
10348,91,1,495,6877,12406
10349,1,1,1987,6877,2419200
10352,4,1,41349,0,173022
10370,21,2,40375,0,103136
10379,3,1,129350,0,644217
10401,795,148,557,7197,3083
10412,1658,1038,1123,8792,1376
10427,1,1,306,6877,2419200
10432,4,1,433657,0,359294
10435,2,1,1682,0,650945
10461,3278,2021,552,8342,657
10463,2,1,428217,0,7
10464,2800,2218,2797,8574,801
10466,13195,7245,559,8594,183
10469,2,1,21971,0,126654
10503,12,1,2122,6877,157857
10505,2,1,225803,0,340987
10527,26980,12951,542,8627,69
10549,862,546,1153,6387,2803
10556,24272,12097,3511,8623,91
10566,18,1,71907,6877,82047
10570,1,1,4626755,0,2419200
10578,271,208,849,8708,1950
10579,3,1,1886860,6877,741744
10580,26,3,251512,6877,83466
10586,1,1,78960,0,2419200
10596,1,1,222,0,2419200
10601,4,2,3391114,0,393078
10617,2,1,8454475,0,9543
10623,3,1,7553,0,425647
10634,197,6,328377,175,11467
10660,17,2,2979813,7002,107025
10684,4,1,545,6877,273848
10688,2,1,4653323,6877,767063
10691,269,243,1093,8840,1
10701,1,1,642,0,2419200
10716,9205,2648,575,7778,130
10723,5,2,3766068,0,155117
10754,3,1,5726735,6877,555396
10768,1,1,14295,8531,2419200
10784,11485,645,359,6997,184
10789,1,1,89712,0,2419200
10794,1,1,2671,0,2419200
10796,1,1,510,0,2419200
10801,2,1,268337,6877,218945
10802,1,1,476084,6877,2419200
10805,27,3,436639,6622,35252
10817,158,1,126748,0,14796
10826,92,71,765,8212,23
10829,14984,7986,532,8611,69
10833,1,1,4770,6877,2419200
10839,2,1,145545,0,818760
10840,7,1,12487,0,211077
10841,19086,10006,4287,8677,118
10842,8,1,397687,0,270443
10846,14,5,46943,6877,99851
10852,33,2,178253,0,60750
10866,10,9,4603,6877,207560
10877,14,1,94824,0,153349
10882,4,3,4361139,1719,463781
10883,1,1,4747491,0,2419200
10895,1,1,36030,6877,2419200
10904,3,1,4356746,0,201307
10906,3,1,2717098,0,116003
10924,1,1,478433,0,2419200
10925,104,97,1396,8276,3939
10926,17632,10968,3297,8851,133
10937,3,1,7509,6877,576486
10953,1,1,41130,0,2419200
10954,2,1,599611,0,17397
10956,2,1,395,6877,203
10964,1,1,427,6877,2419200
10970,3987,2785,1062,8613,390
10972,5127,310,352,7144,393
10985,82,2,489,923,22756
10987,2,1,20836,6877,533520
10989,1,1,140020,6877,2419200
10995,1,1,6119,6877,2419200
11003,18,1,74582,0,49638
11017,1,1,1606,6877,2419200
11021,7549,4523,3563,8561,167
11025,22,2,70012,5627,93953
11040,19,2,847802,724,104530
11058,4,1,309,0,301
11060,1,1,51113,6877,2419200
11062,15,2,2517406,6877,160816
11068,136,5,377593,202,14188
11069,6,1,142124,0,331535
11073,1,1,83326,0,2419200
11084,2,1,7238,6877,335404
11089,18,3,80352,6877,103545
11092,1,1,55826,6877,2419200
11096,1,1,72393,0,2419200
11114,1,1,36533,0,2419200
11126,1,1,352273,6877,2419200
11130,4,2,1548857,6877,295609
11143,2,1,1267475,6877,81
11168,16,1,495,0,17868
11172,13,2,16880,6877,158069
11175,1,1,1054468,0,2419200
11178,3,1,1952611,6877,494085
11183,11109,6933,1455,8735,152
11191,6804,4201,1315,8558,317
11194,26,26,1003,10871,1
11195,1,1,698428,6877,2419200
11200,11,1,340329,6877,160133
11225,13,4,1043805,6877,163659
11233,7,1,4571,0,77859
11239,3,2,192221,0,55047
11242,564,15,443,6877,1223
11245,3,1,1277,0,460138
11251,5022,3630,5243,9087,442
11256,375,65,486,6877,1418
11269,1,1,9297,0,2419200
11270,2,1,51605,0,268
11272,9902,5851,560,8688,223
11290,1,1,3834,0,2419200
11308,2514,522,679,8010,475
11319,14,12,3019670,4421,19170
11322,2,2,2978791,6877,298385
11329,19,1,2083,6877,1546
11348,4984,3309,8145,8468,320
11372,20,20,442,8647,297
11373,12,3,2559959,1146,174845
11377,2,1,338686,0,51866
11393,1,1,1783554,6877,2419200
11401,1,1,2885,6877,2419200
11405,7083,2831,2497,8374,204
11414,552,416,4648,14293,4018
11419,35,1,115960,6877,54983
11421,272,2,106422,6877,8061
11427,1,1,1066,0,2419200
11444,3348,2282,2392,8626,24
11446,189,2,326017,109,11588
11477,59,2,31408,1446,9289
11479,3,3,1254,6877,40034
11487,126,119,525,7998,444
11494,2,1,73199,0,676
11499,1,1,542,6877,2419200
11501,61,41,541,6877,34
11502,2,2,4826607,3439,871304
11503,6,1,85549,0,212693
11529,15,1,676,0,2553
11535,2,1,2032,6877,86
11538,1,1,4025257,6877,2419200
11548,3,1,246,6877,37240
11555,9,2,54387,6877,166269
11557,2,1,1673142,6877,388165
11566,6456,4030,3408,8736,371
11567,4,4,433,6877,6
11568,102,5,656549,6810,20449
11576,76,5,718520,3800,28383
11592,27,1,89684,0,79971
11595,6,1,9876712,0,301510
11598,2,1,1311839,0,285
11609,14,2,251318,0,159741
11611,1,1,245,6877,2419200
11637,10,3,43000,1375,205187
11641,22849,11281,3606,8542,96
11653,10,3,221111,6189,84323
11654,15,5,317,1375,91996
11656,1,1,4980,0,2419200
11665,2,1,4216312,6877,472454
11673,33054,15013,561,8405,47
11679,1,1,5487,0,2419200
11682,655,261,556,8839,3678
11687,3,1,8337,6877,72000
11694,1,1,3671,0,2419200
11698,1,1,1077,0,2419200
11701,2,1,27138,0,470190
11702,1,1,7775,0,2419200
11709,46,2,32142,0,46614
11717,14895,8117,1742,8576,73
11720,4,1,715888,6877,520066
11730,1,1,287868,6877,2419200
11731,2,1,15507,6877,49
11735,3,3,3366336,2292,268250
11738,1,1,6995895,6877,2419200
11741,1,1,168,6877,2419200
11762,2,1,2256,0,98011
11779,4,1,3930170,6877,128625
11784,6,1,4792012,0,300495
11791,21,4,171300,3275,87537
11809,104,76,472,7856,4118
11820,3,1,297204,6877,245322
11828,1,1,4293,6877,2419200
11832,1,1,10917082,6877,2419200
11833,3,2,859,6877,190936
11853,19,18,2422,11665,153
11857,3,1,380580,6877,404417
11861,7,4,431,2947,308270
11866,3,1,162862,6877,551765
11871,21,3,289145,0,103747
11872,52,22,515,6877,74
11887,1,1,42157,0,2419200
11896,4655,2311,767,8735,532
11905,2,1,14855,0,492866
11924,3,1,896315,6877,404666
11934,368,2,1279,3289,3941
11938,4,2,21517,0,304141
11945,2,2,240,6877,289615
11967,19887,2022,471,8286,120
11977,4,3,1560372,1719,283723
11986,1,1,4010,6877,2419200
11994,500,350,531,8552,3748
11997,3,2,2051,11680,106
12015,87,2,320057,6877,24609
12017,13527,4193,596,8155,146
12030,3,2,1714,6877,34653
12036,2,1,5670,6877,26824
12042,20,2,30527,0,43814
12047,8488,5142,4232,9041,57
12054,4,1,1029,6877,302926
12072,4,1,1891,6877,601495
12124,14,3,254006,0,55512
12134,649,460,1858,9197,3608
12143,1,1,939,6877,2419200
12150,9,1,33181,0,201225
12155,3,1,1192123,6877,332575
12157,5760,1927,613,8427,344
12158,3,2,1322220,6877,517259
12159,1,1,7783,6877,2419200
12184,3,1,50782,6877,707529
12190,7093,432,404,6911,192
12215,4,1,26413,6877,325647
12243,3,1,892530,0,632388
12262,2,1,266469,0,485215
12265,2,1,31636,0,44697
12279,1,1,13558,6877,2419200
12289,2,1,4967419,6877,306748
12295,1,1,286,0,2419200
12310,34,2,14099646,6877,27867
12319,4,1,24953,0,73985
12320,1,1,38246,0,2419200
12327,511,419,1326,8498,4540
12328,5,1,3262,0,362466
12329,8,2,1033544,0,84852
12340,1,1,1708,6877,2419200
12359,3812,2576,1238,8528,52
12362,2,1,189583,0,473593
12365,72,1,586410,0,30520
12368,28,9,86558,6877,57952
12375,1,1,3729,0,2419200
12385,3,1,6310,6877,314971
12387,13785,7408,4271,8544,163
12396,1,1,353291,6877,2419200
12400,509,245,2437,3066,2027
12406,9,1,516,6877,8511
12410,1,1,322091,0,2419200
12457,2,1,796,0,41078
12477,388,71,42801,6548,5582
12484,14,1,504895,6877,148875
12487,1,1,1370,0,2419200
12501,4,1,3473,6877,241718
12506,6,1,836924,6877,259797
12510,9,3,52992,6877,171036
12514,3,2,30603,6877,403231
12525,7,1,10950684,6877,43808
12532,5,1,7055411,0,466813
12534,41,12,1084060,1876,48674
12535,1,1,387163,6877,2419200
12536,32,2,96786,3653,65408
12538,2,1,2183829,0,566530
12548,1,1,14539,0,2419200
12577,145,137,820,8058,12495
12589,5,1,195077,0,343748
12598,8,2,39603,860,236734
12606,1,1,5508,0,2419200
12609,8232,4814,1831,8610,291
12624,24,1,306791,0,89772
12638,12,1,1131218,0,180291
12649,1854,1441,6165,8727,1317
12650,4140,1172,594,7550,291
12661,4,1,240301,6877,409492
12695,26,11,340,7382,11736
12696,3,1,40019,6877,379939
12700,1,1,3390,0,2419200
12725,224,194,2524,8088,453
12727,14,1,2083,6877,5907
12733,388,184,593,3252,117
12734,12,10,8335,12044,741
12738,7,3,60315,6877,111397
12739,564,506,983,8528,31
12764,82,2,401,6877,29690
12773,1,1,14645,0,2419200
12783,235,160,685,8371,3047
12811,1,1,8859305,6877,2419200
12812,1,1,2083,0,2419200
12813,761,466,741,8154,1966
12822,5185,1778,839,7497,462
12830,18,1,46823,0,77939
12833,9,1,2076150,6877,220599
12845,68,3,191187,202,14099
12847,17,1,391524,0,107165
12860,9,1,608,0,259410
12865,3,1,2747347,6877,36878
12886,4,4,133976,6877,496117
12899,1,1,2731,6877,2419200
12905,2,1,243276,0,162407
12921,1,1,428,6877,2419200
12938,1,1,7325,0,2419200
12947,1,1,58144,6877,2419200
12957,859,148,463,7039,2301
12965,9778,5535,2345,8540,63
12967,5,3,48618,0,321682
12969,1,1,37132,0,2419200
12974,711,396,574,9873,1837
12978,1,1,6504,7318,2419200
12982,3,2,478485,6877,579185
12991,2683,247,353,6987,378
13003,1,1,425,0,2419200
13010,20,1,11854,0,94452
13031,3,1,26921,0,1418
13039,5797,2998,476,8275,405
13059,4,1,531,6877,20621
13063,8,1,2126270,6877,237747
13071,1,1,106617840,6877,2419200
13074,1,1,2038752,0,2419200
13091,22,3,450754,6564,94601
13096,40,3,163553,6877,54486
13109,68,3,24732,910,32086
13110,6877,2827,488,7986,212
13115,8,7,2081,5043,18367
13137,2,1,1175145,0,907159
13146,2,1,46948,0,940242
13161,2118,1094,7988,8407,1011
13176,4,1,315,0,288
13179,7,1,238264,0,286389
13193,589,388,875,8674,1926
13206,1910,1284,585,8252,303
13220,4,1,828445,0,104277
13237,3022,2135,1119,9503,51
13245,8,7,503,6877,17033
13251,3,1,1288659,0,617528
13252,11004,6020,549,8365,188
13254,2,2,277,8090,41053
13255,2,1,4291,6877,199
13279,2,1,1181031,6877,496
13288,18313,9378,4176,8617,126
13290,5,2,53778,1375,339364
13292,168,137,536,7746,943
13300,2,1,76147,0,645233
13309,46,1,1636382,0,48217
13321,1730,1289,4222,8714,1236
13346,1,1,19627,0,2419200
13361,9,2,434048,3821,211175
13365,2,1,360,0,110
13368,3130,2142,2225,8718,99
13380,3,2,3769098,0,599295
13387,1,1,633,6877,2419200
13400,12,1,508,6877,35
13411,10,2,104109,0,193162
13418,10,1,295768,6877,149467
13432,7,2,2118368,6877,262193
13447,24,1,25385,0,79489
13455,1,1,268,0,2419200
13469,1,1,3061,0,2419200
13483,1,1,1460776,6877,2419200
13500,4355,2710,564,8374,256
13511,16,9,99506,4298,86952
13537,27,1,6857285,6877,73327
13548,102,12,93117,472,21186
13563,32,11,7915,6877,56997
13594,16,2,43054,6017,103096
13595,10,1,35799,0,190595
13602,1,1,91934,6877,2419200
13603,2497,163,337,6890,18
13617,1,1,1439,6877,2419200
13632,1074,714,3848,8289,1977
13633,9,1,2812792,0,259071
13676,3,1,27345,6877,234844
13684,2,1,179587,0,221735
13687,1,1,5341,17263,2419200
13693,1,1,2414,0,2419200
13695,64,1,2194,6877,442
13696,17,1,18268,0,123994
13709,4,1,1010700,6877,286823
13710,9,1,3669,0,183290
13722,3,3,172,6877,34500
13723,2,1,86685,0,767104
13729,1,1,227,6877,2419200
13733,1,1,8001,6877,2419200
13736,167,132,1222,8582,3371
13750,661,442,878,8630,1383
13751,1,1,1560,6877,2419200
13765,1,1,17283,0,2419200
13767,10,1,484226,0,157293
13769,1721,1171,624,8400,596
13794,63,61,1870,9162,1238
13797,1,1,104231,0,2419200
13798,4,2,19060,6877,346767
13799,3,2,2588,6877,22380
13800,1,1,12565,8658,2419200
13809,2,1,183484,6877,88977
13814,7312,4430,560,8589,14
13834,2377,1700,1663,8769,44
13835,4,2,636559,6877,428
13844,1,1,105862,0,2419200
13859,9,7,410,6877,167150
13872,385,319,2402,8237,3073
13877,3,3,1180,6877,727274
13878,1,1,3125,6877,2419200
13887,23,3,872717,6877,94865
13890,1,1,52459,6877,2419200
13896,1253,960,2901,8641,995
13899,8,1,103692,6877,215240
13903,8,3,294139,6877,252795
13932,7,2,2001,6877,212885
13984,16,1,1904777,0,151131
13986,2,1,475075,0,927353
13989,504,122,362,6894,24
14002,1,1,161934,0,2419200
14017,1,1,438,17003,2419200
14032,1015,748,431,8091,151
14035,1,1,264075,0,2419200
14038,133,13,440,6877,11666
14044,665,131,340,6900,144
14045,1,1,1296,7318,2419200
14047,1,1,17833,0,2419200
14048,5881,3661,1896,8630,28
14052,10763,5946,543,8305,103
14087,4,1,2145,6877,535
14107,125,22,461,2243,14187
14113,1,1,1786668,6877,2419200
14116,1,1,4471,0,2419200
14130,971,561,601,8476,2235
14133,71,4,7191631,6877,14209
14137,18,1,129724,6877,116576
14140,1,1,3398,6877,2419200
14144,4,1,4174397,6877,236368
14146,1,1,21633,6877,2419200
14149,4,2,3106,5158,46525
14158,28,1,833184,0,72311
14178,2,1,34286,0,775159
14183,3,1,4660805,0,86561
14189,2,1,2197,6877,360
14198,8,1,1416948,6877,162356
14208,7737,3545,677,8326,78
14225,718,108,340,6896,26
14232,926,172,3958,7092,2667
14240,8,3,3640600,6877,215069
14246,1,1,1279,0,2419200
14247,2,1,130501,6877,60
14263,6,3,21210,2292,154920
14272,2,2,694349,6877,148677
14274,6,1,3201414,0,201971
14277,1,1,3953,0,2419200
14286,1,1,1000,6877,2419200
14303,7,4,60567,6877,322942
14304,38,2,309893,0,54247
14305,16,1,115115,0,65482
14308,6,1,1067394,6877,203119
14318,7,1,1458,6877,321059
14319,6,1,709484,6877,369357
14340,1,1,3855,6877,2419200
14369,1,1,21864,6877,2419200
14370,1,1,230,6877,2419200
14382,5325,1368,816,7482,405
14394,55,51,2244,9397,5
14395,1,1,3460,6877,2419200
14396,1,1,11125,0,2419200
14412,1,1,598,6877,2419200
14414,2672,273,345,6923,102
14418,1,1,39974,0,2419200
14427,3,1,10174742,6877,458215
14439,25,1,576,0,68864
14448,76,66,1137,8558,6
14453,5,1,23865,0,346981
14465,2,1,64433,0,350302
14474,743,606,903,8242,3226
14483,1,1,381703,0,2419200
14485,1,1,13397,0,2419200
14499,2,2,301985,6877,318516
14503,1,1,1000,6877,2419200
14524,8,1,1480423,0,114876
14527,11,2,83613,6877,188966
14534,10,1,2074996,6877,70495
14554,1443,1176,2773,9330,1668
14559,2,1,3416198,0,116904
14565,1,1,524691,0,2419200
14590,1,1,11845,6877,2419200
14591,1,1,283420,6877,2419200
14604,6,2,103076,0,152166
14619,5,1,980,0,0
14627,16,1,647,6877,102548
14633,2,1,17904,6877,38663
14657,5,5,821,6877,74611
14660,3,2,1809110,4585,474145
14664,9318,5326,4824,8694,260
14670,1,1,1484149,6877,2419200
14677,17,2,13619029,6877,104170
14682,181,49,4606,6732,7208
14689,2,1,1055297,0,202950
14690,6,1,1648829,0,314752
14712,1,1,1481,6877,2419200
14713,16,2,1090,6877,83028
14719,4,1,1768974,0,154805
14725,2,1,162490,0,577311
14734,1092,570,499,8442,1001
14752,4185,3087,1324,8819,132
14782,3597,114,451,6888,677
14801,5977,4090,922,8514,57
14819,1,1,20512,0,2419200
14833,1,1,1594,0,2419200
14846,171,14,1147,6877,14283
14868,3,1,80648,0,575518
14869,6,1,7834626,6877,85177
14871,1,1,8236,6877,2419200
14872,4,1,1253,6877,21991
14896,2,2,2841683,0,737316
14916,4,2,25800,5158,461496
14934,1,1,640,6877,2419200
14955,4,1,469212,8531,300660
14975,1,1,5954148,0,2419200
14981,7,1,404943,6877,271810
14988,1,1,9581,6877,2419200
15001,6,1,22375,0,361190
15012,3,2,314,8300,23974
15025,10,2,407623,6877,243953
15036,1,1,20450896,6877,2419200
15059,1,1,2078,6877,2419200
15076,7,1,5560454,6877,113418
15085,1,1,3229,0,2419200
15101,1,1,72938,0,2419200
15107,183,176,680,8721,35
15144,1,1,611,6877,2419200
15154,9,3,7906,764,221170
15166,1,1,15265,0,2419200
15169,2,1,39364,0,177928
15183,1,1,6113,6877,2419200
15190,23,18,105815,6279,71523
15192,4769,3131,3555,8510,430
15196,1,1,3467,0,2419200
15197,17,1,41948,0,128957
15198,4,2,134894,1719,481399
15201,5,5,358,6877,5
15204,3,1,143444,6877,450922
15205,2,1,4354045,6877,324959
15208,1,1,3996471,0,2419200
15209,1,1,3174,6877,2419200
15214,21,1,221,6877,50271
15220,2,1,13648463,6877,913
15227,4,2,123153,6877,156312
15234,2,1,70900,0,127587
15239,5,1,201246,0,54966
15247,1,1,7627,6877,2419200
15255,1,1,2065,6877,2419200
15261,4,2,182097,6877,361705
15264,1,1,698572,0,2419200
15276,1,1,2624908,0,2419200
15277,1,1,648,6877,2419200
15292,1,1,102324,0,2419200
15317,47,2,431388,6877,44258
15318,1,1,337,6877,2419200
15320,127,114,1202,7883,20
15324,3,1,35900,0,659026
15329,114,1,2137,6877,425
15348,14,1,28165191,0,149486
15353,3,2,2137640,6877,515470
15357,25,1,2766,6877,9775
15358,5754,1559,986,7814,365
15386,1,1,909603,6877,2419200
15410,5131,2983,593,8392,284
15413,5,1,37304,0,278900
15414,4,4,4284,10120,4
15422,1,1,168,6877,2419200
15426,8,1,37631,9122,185592
15428,385,1,541,6877,2623
15449,41,2,115260,6877,58130
15477,2,2,12798,6877,254185
15483,1,1,17529,6877,2419200
15492,13211,7374,4198,8661,175
15496,86,1,140571,0,16427
15507,2,2,237084,0,4699
15524,2,1,2656584,6877,170529
15528,2,1,525714,0,46480
15529,1,1,339,14081,2419200
15534,11,1,3537709,6877,131790
15556,4,3,57149,6877,597046
15557,1,1,2771,6877,2419200
15564,2,1,38204,0,574660
15578,813,405,37726,7527,833
15590,1,1,821085,6877,2419200
15600,5494,3470,4669,8705,75
15627,1,1,3504,0,2419200
15629,4122,3017,1416,8315,234
15632,1068,829,965,8380,2255
15637,1,1,13248,0,2419200
