"user_id","transactions_count","distinct_servers_count","transactions_size_mean","transactions_geodesic_distance_mean","transactions_iat_mean"
15651,1,1,3806,6877,2419200
15659,5904,3503,526,8419,414
15665,6115,3879,3312,8791,380
15694,1148,198,382,6922,24
15699,7,1,6605121,0,267935
15708,4,1,177664,6877,192386
15710,1,1,691,6877,2419200
15712,2,1,673779,0,433794
15713,4672,3078,4817,8711,126
15718,1,1,5934,6877,2419200
15722,10,1,469804,0,200374
15724,4,1,54078,6877,524600
15727,2,1,3242420,0,124869
15739,1,1,1926,0,2419200
15748,2,1,1029992,0,864472
15782,2,1,8669929,6877,308542
15783,2,1,901036,0,20
15787,3850,1981,876,8733,633
15801,2,1,166184,0,196858
15808,1315,905,3250,13182,8
15815,12,1,232,6877,2240
15817,7,1,429,0,13716
15818,1,1,4120505,6877,2419200
15825,2249,1057,1833,11672,993
15828,14370,7589,4853,8590,144
15829,1350,1176,1121,8354,1237
15839,1,1,139449,6877,2419200
15853,16215,5300,1021,8191,143
15868,4436,2873,1348,8373,414
15894,247,77,377,6993,4275
15896,1,1,2443760,0,2419200
15897,8413,5058,552,8602,270
15906,8,1,17579,0,86454
15910,718,597,3373,8774,231
15911,4,1,58695,6877,514542
15915,3,1,1214282,6877,614031
15930,3,1,6155407,0,28320
15940,13,9,175,8539,157696
15947,794,103,386,6966,105
15955,15,1,453990,0,143574
15957,2,2,23796895,6877,286484
15960,1,1,2764,0,2419200
15962,97,5,1683,0,22310
15978,1,1,2224,0,2419200
15979,1,1,21788,6877,2419200
15982,1,1,3194,6877,2419200
16001,21,16,3470796,3602,93538
16014,26,1,238146,6877,64626
16024,7944,4524,1169,8604,174
16041,35,35,2189,7675,47652
16047,5,2,104264,0,397610
16053,10,2,133866,688,184031
16094,1371,1039,1817,8763,128
16101,5,5,170,12640,43210
16102,1,1,2121,6877,2419200
16108,3,2,451,6877,4692
16109,4,2,81926,6877,174948
16121,13,2,269478,1058,159214
16145,19387,8284,489,8160,124
16162,2,2,293259,6877,994680
16163,3,1,3133707,6877,148201
16164,10,4,821,9449,162515
16165,4429,224,481,6963,339
16166,57,1,44670,0,34969
16167,21,3,64410,0,100292
16174,323,40,1254,12890,5770
16179,10779,4767,593,8091,34
16188,1,1,98136,6877,2419200
16212,3,1,3263928,6877,292364
16219,3,1,26253,6877,131
16246,1,1,2611,6877,2419200
16260,5,1,7096,0,326112
16294,878,700,2024,8244,2753
16301,5,1,817924,0,125394
16307,3,1,14044,0,300127
16314,24,1,114332,6877,65726
16318,3,1,2199,6877,496327
16330,27,1,706,6877,34144
16343,3,1,8329,6877,27190
16344,1,1,1327255,6877,2419200
16356,688,34,3428,6871,3530
16357,1,1,4027560,0,2419200
16362,10,2,16251,6877,37546
16363,4115,2214,479,8241,567
16373,1,1,7011712,6877,2419200
16378,2151,1542,1714,8669,116
16381,10,3,1312713,0,211182
16383,6,1,9210820,6877,359300
16385,5,2,70448,5502,368615
16388,976,775,1491,8215,2520
16415,25,14,323,8030,47566
16426,1306,1082,1034,8531,1715
16432,11177,6108,4084,8730,211
16448,3,2,901,6877,64687
16456,12,1,160840,6877,100295
16470,1,1,2173,6877,2419200
16478,6,2,1463479,4585,233680
16499,8,1,1827635,6877,258906
16501,1161,765,1204,8721,897
16504,4,1,966125,0,204105
16505,5883,1997,650,7917,319
16520,5,1,2534767,0,380934
16522,2,1,131613,6877,473625
16524,1,1,2255832,6877,2419200
16526,1,1,7653,6877,2419200
16529,47,3,125654,3365,46450
16540,3,1,642935,6877,59441
16545,6,1,79107,0,355948
16565,1,1,4740,9002,2419200
16582,1,1,398,6877,2419200
16587,1,1,2437,0,2419200
16605,3720,1964,943,8606,602
16615,3,1,54087,6877,241570
16622,1,1,475,0,2419200
16629,1,1,1807,6877,2419200
16642,21,4,525144,2947,103538
16644,8555,4917,3850,8615,267
16656,37,18,170,9798,34201
16668,1,1,1735792,6877,2419200
16680,73,42,28305,12879,33550
16683,93,2,807048,6877,24938
16686,7,2,575,9540,1508
16690,24,11,451,6877,81207
16693,4997,2275,703,8640,486
16702,1496,1,545,6877,538
16720,2,1,419,0,54146
16727,7,2,202920,0,175970
16733,17,1,53678,0,49667
16734,1,1,220,6877,2419200
16739,13177,6471,563,8078,50
16750,7,1,2075,6877,15140
16757,6,6,667,7002,122854
16778,2,1,101272,6877,341728
16785,1,1,11830649,0,2419200
16786,5,2,408,1375,341435
16800,3,2,5248185,4585,435364
16824,21,2,515835,0,99703
16829,2,2,7745,6877,453737
16834,1,1,6426,6877,2419200
16835,3,1,7100,6877,114884
16845,28,2,1456,1719,25234
16847,1,1,5447,0,2419200
16852,1,1,70475,0,2419200
16854,2,1,1586310,0,642415
16861,26,18,29141,6613,82186
16868,1151,886,3978,8607,1833
16873,11,2,169662,625,198956
16894,9,2,331310,3821,212700
16911,58,43,476,7586,9539
16913,27,16,722,10079,88885
16921,1,1,14837,6877,2419200
16954,6,2,1349887,5731,243807
16956,34,33,1106,8732,5689
16968,25,25,1897,8068,17
16980,9,9,455,8444,432
16985,64,64,1816,8615,737
17003,65,1,425,6877,6466
17012,62,20,10987,6101,20905
17030,4513,2052,1210,8189,71
17034,10,1,560695,6877,191334
17036,535,459,522,8363,3713
17060,1,1,2226,6877,2419200
17093,22,1,1084,0,8682
17100,3,1,7860039,0,511107
17108,4,2,40115,1719,110176
17111,1873,432,77011,4698,867
17115,11,2,382181,0,148559
17119,1,1,21812,6877,2419200
17120,1,1,5444,6877,2419200
17122,33,1,805780,0,59960
17143,1,1,2107,0,2419200
17151,1,1,98734,0,2419200
17152,22,6,393,6877,3467
17166,4,1,127059,6877,408258
17186,209,148,682,8992,2481
17207,9,8,316,6877,51291
17215,1,1,847,0,2419200
17228,8,2,609,860,228393
17231,1,1,14195,0,2419200
17234,2,2,310894,0,313582
17241,147,44,320,6882,21
17242,31,1,540340,0,67797
17259,1,1,127875,0,2419200
17271,8,1,272542,6877,151189
17291,81,5,359171,849,15079
17295,2,1,1252,6877,151746
17311,15,2,6691266,6419,78576
17329,1112,1,12507,6877,886
17358,1,1,266,6877,2419200
17359,12,1,3215,6877,161905
17375,3,3,168,11680,143939
17376,745,548,5867,9096,1979
17384,3,1,71229,0,67033
17406,2,1,3845778,0,911541
17427,3040,854,516,7512,724
17434,1,1,38952,6877,2419200
17454,1,1,86402,6877,2419200
17467,7,1,29103,0,136801
17478,37,17,21879,3873,63473
17497,13,1,443,0,1146
17504,1,1,75429,6877,2419200
17515,1,1,44049,6877,2419200
17516,3,2,3434,6877,129496
17525,2,2,667299,3439,492
17530,9,2,264796,0,229331
17550,5,2,571532,1375,458446
17552,1,1,217853,0,2419200
17562,30,3,570182,6189,75351
17566,3,1,410,0,1105
17569,2,2,4622393,3439,512501
17581,4,4,630,6877,420324
17586,1,1,224,0,2419200
17616,35,4,319054,6288,59244
17618,181,52,725,6914,2915
17620,9,1,1393,6877,137686
17627,32,20,471,6877,67536
17630,2,1,65091,0,199
17637,3,1,184,0,154578
17644,5,1,1335324,0,415613
17679,11,1,5928,0,164192
17683,2773,1907,590,8497,280
17694,8854,442,365,7042,233
17696,8731,5559,1731,8850,214
17699,1265,927,1044,8715,9
17704,46,37,4195,11590,58
17739,4,2,34304,0,469883
17740,3,1,46133,0,172924
17742,9,1,9447938,6877,118556
17749,2,1,16592,0,700264
17752,56,1,159640,6877,35920
17753,1792,167,2118,6922,1353
17755,1,1,3007,0,2419200
17757,154,1,768671,0,7912
17764,1,1,5985,6877,2419200
17769,4,2,194387,6877,212968
17770,4,1,104757,0,235379
17771,4,1,3640118,6877,259495
17792,2,1,26077,6877,550028
17793,6,2,17001381,0,168533
17799,27,18,4069,6877,63922
17803,180,15,422,6877,4379
17805,1,1,227,6877,2419200
17814,6,1,586392,6877,306446
17826,1,1,78954,0,2419200
17828,1860,334,489,7141,1344
17837,5,3,21749,3412,377707
17844,4,1,716131,0,303539
17870,1,1,1889,0,2419200
17876,1,1,9061083,6877,2419200
17884,26,1,446,0,3469
17889,7,1,329258,6877,168605
17934,10,1,181622,0,200822
17935,1,1,26541,0,2419200
17938,5,1,1345,6877,2265
17945,30,1,399412,0,72526
17948,2,1,69244,0,507270
17949,7,2,230,6877,243730
17963,1223,20,431,6845,1985
17964,2,1,542943,0,161176
17969,68,1,78121,0,30833
17975,5,4,21395,6877,376873
17977,1,1,1698,6877,2419200
17979,6,2,1168920,0,344706
17997,1,1,4367,6877,2419200
18000,1,1,49043,6877,2419200
18009,1,1,15060,6877,2419200
18040,4,1,1621653,6877,364500
18041,110,2,226,6877,21313
18044,1,1,43143,6877,2419200
18058,7,5,1577,7131,136546
18064,10245,1351,489,8193,235
18070,1,1,610,6877,2419200
18072,1294,1092,1071,8607,558
18073,2,1,3088679,6877,815297
18075,1,1,3298,0,2419200
18084,12,11,1030,8303,34565
18098,3,3,28442,0,163867
18102,18,2,766,2292,4796
18117,233,1,776,6877,1837
18142,1,1,3119,6877,2419200
18151,1,1,948761,6877,2419200
18162,5353,3371,2145,8652,86
18174,19,15,2106,6877,42416
18177,1,1,740,0,2419200
18189,15,2,110616,6877,144102
18190,3,1,7090812,6877,293013
18205,2,1,585038,0,853976
18208,1,1,1288,0,2419200
18239,3,1,79775,0,30158
18251,1,1,2701,6877,2419200
18255,5,1,1057614,0,405706
18280,1,1,5801,6877,2419200
18302,3338,127,485,6903,721
18311,5,1,5365,0,173885
18312,3,1,810828,6877,276198
18316,243,1,304,0,8899
18322,2,1,2968,0,33178
18326,1,1,160461,6877,2419200
18331,3,1,4302,0,437557
18344,121,27,124121,3069,19700
18349,2,1,10306,6877,6
18353,3,2,3199,0,198673
18356,2,2,12446,6877,118308
18380,9,1,754293,6877,153689
18387,21,1,662,0,21262
18388,5,1,41997,0,415093
18397,1,1,8021,0,2419200
18416,117,112,206,8363,19168
18418,2,1,9872,6877,52
18431,1588,638,6453,8758,1001
18437,3,2,2018294,0,516593
18446,2,2,2968,6877,705497
18468,2485,1346,1145,7897,934
18470,6,3,845776,6877,158595
18504,1222,758,1375,8161,58
18507,1,1,1012,6877,2419200
18512,1,1,168,6877,2419200
18526,1,1,6899,6877,2419200
18534,5,2,37567,6877,378345
18540,3,2,26200,0,593668
18552,19,19,824,8749,2635
18568,3,3,29747,4585,337932
18573,37,3,56854,0,32748
18580,3,3,423,2292,170745
18603,24,1,499042,0,83513
18607,34,1,485506,0,63853
18609,6,1,1152966,0,121376
18615,1,1,588,6877,2419200
18616,1,1,862266,6877,2419200
18644,17,9,608,6877,10901
18645,3,1,39083,6877,320498
18657,9,1,21250,6877,175350
18666,1,1,854589,6877,2419200
18668,3,1,911842,0,629757
18686,2,1,423572,0,594926
18700,3287,1554,978,8787,493
18709,3,1,4202953,0,660977
18727,181,1,817468,0,4771
18751,4412,1933,658,8510,491
18761,2446,1246,866,8732,968
18762,1,1,406910,0,2419200
18778,1,1,49628428,6877,2419200
18779,3,1,2065,6877,8
18781,10,1,37960,0,67522
18788,6,2,74721,0,243692
18790,4,1,347525,6877,324363
18801,2,1,6580491,6877,37049
18804,52,1,166879,6877,41625
18809,1,1,47734,0,2419200
18810,6,2,446332,2292,247198
18827,5,1,159225,6877,400829
18849,260,1,511,6877,9592
18855,1,1,2027,6877,2419200
18864,1,1,444607,0,2419200
18872,3242,2382,2197,8670,15
18874,414,79,479,7223,5956
18877,2,1,2775091,6877,2416
18879,1,1,5225,0,2419200
18886,5,2,4557,6877,266458
18889,1,1,411,0,2419200
18895,1,1,214,6877,2419200
18897,3,2,287,6877,88946
18899,1,1,445,17003,2419200
18901,2,2,3188,6877,747608
18903,1,1,2358,6877,2419200
18909,1,1,11893023,6877,2419200
18915,5597,2481,1151,8250,104
18920,7,1,1174867,6877,260526
18921,1,1,221120,0,2419200
18923,12,1,472,0,6859
18943,209,47,7867,9028,11431
18951,4,1,1409375,6877,236674
18959,4537,1314,629,8587,29
18991,3,1,424,6877,2434
18999,242,72,897,6997,9765
19009,1,1,1294341,0,2419200
19010,1,1,4908955,0,2419200
19011,1,1,2597,6877,2419200
19030,3,1,694439,0,4313
19031,180,161,494,8590,67
19036,10,3,66594,6877,216391
19038,1,1,3657,6877,2419200
19049,527,254,42096,8218,2303
19050,2,2,716,6877,981326
19064,2,1,58499,6877,220184
19080,3,1,684,0,25499
19109,2339,1009,654,8539,562
19112,54,1,485,6877,41255
19137,3,2,3703,4585,479604
19144,4217,2661,2777,8351,523
19149,4,1,698349,0,156063
19154,3,1,51294,0,285265
19172,1,1,45234,6877,2419200
19197,108,106,996,8038,25
19203,1,1,117099,0,2419200
19211,10401,5042,1152,7888,183
19219,86,4,808496,6557,12029
19234,1,1,59383,0,2419200
19242,429,17,470,6916,284
19248,4,1,728647,0,110283
19261,13,2,619239,9122,159690
19280,4,1,2554,0,162442
19290,2,1,3986,6877,956862
19292,2,1,56058,6877,65
19345,2,1,622,0,43891
19350,11089,6205,1735,8477,35
19352,76,1,62682,6877,5774
19354,2,1,421,6877,546667
19360,1,1,1104,0,2419200
19361,48,1,1152698,0,29261
19369,1,1,32589,0,2419200
19370,1,1,5702351,0,2419200
19371,1,1,16039,6877,2419200
19396,1,1,3976,6877,2419200
19397,4022,1619,2630,7774,514
19402,1,1,1998,6877,2419200
19405,224,1,6275,6877,10891
19411,255,174,887,8285,3389
19426,1,1,422,17003,2419200
19427,3,1,24001,6877,405944
19429,2002,171,588,7004,1141
19440,125,1,1460,6877,19717
19441,5,1,497665,6877,153931
19447,1,1,306,6877,2419200
19461,3,2,163755,4585,116278
19472,3,1,271888,6877,646527
19489,7,2,4368651,982,167395
19497,1,1,33381,6877,2419200
19515,2,1,114577,0,2193
19531,6,2,573839,1146,335789
19537,5373,1168,754,7460,374
19553,2,2,168,10479,13
19569,14,8,170,10479,18522
19580,2647,2000,776,8511,3
19582,1,1,10092,6877,2419200
19587,3,1,391598,0,588524
19607,8,2,2993,1719,193755
19614,10,1,1442,0,99565
19620,7,1,2072284,6877,225633
19637,1,1,591,6877,2419200
19658,9,1,141839,6877,267725
19682,7,1,4353565,0,18083
19691,1,1,1068840,6877,2419200
19695,11,1,1147867,6877,172850
19697,6,6,375,6877,241
19699,1,1,3364,6877,2419200
19708,4,1,774,6877,18
19714,1,1,11140,6877,2419200
19722,1,1,9895,0,2419200
19728,1,1,528,6877,2419200
19743,1,1,1107,6877,2419200
19756,82,31,1589,6916,30033
19759,69,68,680,9432,90
19774,5,3,723,6877,208489
19781,1,1,40995,6877,2419200
19783,3,1,186261,6877,287697
19789,637,571,7865,9927,249
19800,1,1,1232,0,2419200
19801,1,1,308,0,2419200
19810,523,313,5237,7964,3987
19816,1,1,6689488,0,2419200
19834,4,2,562119,6877,423005
19838,3,1,277189,0,489294
19859,3220,685,556,7482,761
19864,12,1,2106,6877,406
19865,51,1,300410,0,30848
19868,4,1,1119150,0,140832
19872,2,1,53144,0,124240
19881,5,2,48157,6877,112014
19890,1,1,152730,6877,2419200
19892,4927,1180,455,7557,471
19912,1,1,18378,6877,2419200
19930,2,2,256330,0,736353
19964,1338,520,500,7557,1401
19969,10,2,387770,6877,126809
19978,3,1,237704,6877,27145
19980,1,1,8738,6877,2419200
19992,1,1,46661,0,2419200
19994,49,1,621673,6877,44519
20001,206,57,349671,4968,10541
20004,2,1,151079,0,30339
20006,1,1,2656,0,2419200
20009,4,1,44257,6877,254580
20020,47,2,573527,52,44607
20039,4,3,1785059,6877,290109
20042,1,1,513,0,2419200
20051,1,1,134629,6877,2419200
20052,5,1,703887,6877,301298
20055,1219,785,506,8082,1432
20083,1,1,228,0,2419200
20093,1545,868,690,8810,1564
20101,1,1,168,6877,2419200
20108,1,1,6310358,6877,2419200
20113,4441,3468,838,8467,319
20125,5,1,9434362,0,155581
20126,1,1,2121,0,2419200
20133,6,1,525875,0,261426
20143,6,1,382,0,143897
20149,4,1,746385,0,65942
20151,1,1,392,6877,2419200
20155,14,7,388,6877,20126
20157,3,1,2338993,0,633563
20169,3,2,72186,4585,428683
20181,16,2,360,541,47712
20184,1,1,23845,6877,2419200
20214,1,1,280105,6877,2419200
20224,7,3,459851,982,223874
20236,1,1,7040,0,2419200
20259,2,1,240,6877,556605
20262,129,16,494932,6932,18794
20264,1,1,1440,0,2419200
20283,1,1,17338152,0,2419200
20298,1296,285,617,7329,1033
20303,1,1,231,6877,2419200
20310,4501,2802,5060,8439,455
20321,1,1,191291,6877,2419200
20328,32,1,351906,0,69956
20330,7,1,24198,0,100955
20335,1,1,304,0,2419200
20337,1,1,7659006,6877,2419200
20354,4,1,6220,0,321019
20356,1,1,266,6877,2419200
20370,6,2,1451124,0,245030
20393,3911,2082,4881,14309,435
20398,3,2,156780,6877,321013
20417,413,345,2062,8688,656
20450,36,1,364023,0,55471
20454,21,1,12096045,6877,102202
20459,2,1,26129,0,588949
20478,1442,170,374,7071,37
20479,961,301,6310,7361,1155
20480,3,1,816,0,237876
20491,15,1,25173,6877,91399
20494,11,3,10361,6877,31890
20504,4809,232,542,6936,505
20507,170,109,1776,2684,5048
20513,11,1,121810,0,110013
20514,1,1,1927129,0,2419200
20515,1,1,2740,6877,2419200
20524,1,1,24334,6877,2419200
20545,1,1,45803,0,2419200
20552,3,1,2377606,6877,632913
20563,16,1,79744,6877,108487
20564,7,1,1934319,6877,24328
20585,1,1,1098745,6877,2419200
20591,1,1,11554923,6877,2419200
20597,1,1,43346,0,2419200
20598,2,1,73896,6877,234
20603,3,1,1557999,6877,142142
20623,158,2,466,1088,15117
20631,832,91,343,6886,24
20653,4,2,188080,6877,328308
20656,5,1,51912,6877,51605
20676,1,1,3646,0,2419200
20692,13,8,61613,5819,116222
20695,5,4,56472,6877,112806
20702,1,1,5321,6877,2419200
20705,11,6,215,8187,78163
20707,14,14,539,9886,95
20729,2,2,2619,7768,328
20739,1,1,188,8531,2419200
20743,3,1,9485826,0,402646
20745,3,2,121296,6877,275514
20750,1,1,164939,6877,2419200
20757,1,1,819,6877,2419200
20770,5,1,951680,0,364489
20776,2,2,264690,6877,468524
20784,12028,512,576,7022,181
20803,75,1,240614,0,29012
20824,10,2,5477729,0,145221
20829,42,1,226,6877,19
20831,1,1,1123,6877,2419200
20834,1,1,8551,6877,2419200
20866,1,1,65812,6877,2419200
20878,8,1,29406,0,209147
20883,180,162,3071,8934,20
20894,20,15,595,7997,512
20895,1,1,358,0,2419200
20899,121,115,3990,9281,64
20919,6711,3974,541,8555,344
20920,2,2,5051105,3439,62019
20951,20,2,298302,0,104836
20957,8,3,372526,5421,199924
20961,11,5,2829,7201,21297
20962,832,442,535,8715,2901
20973,2,1,5177946,0,4086
20987,1,1,1032,0,2419200
20990,1,1,588,6877,2419200
20992,24,1,3840,6877,7512
21013,504,439,613,8530,173
21022,6,4,932,6877,317561
21033,19,2,1445950,6515,108926
21036,193,1,714,6877,7050
21047,4,4,2061,7322,104745
21048,19,19,663,8547,47
21061,15,1,1460,6877,86334
21068,3,2,20739,2292,272002
21074,1,1,16490,6877,2419200
21084,1845,930,801,8599,1313
21092,1,1,13812,6877,2419200
21099,54,2,563042,127,17611
21126,2,2,35894,0,89075
21146,1,1,5434245,0,2419200
21147,127,14,428,6877,2919
21155,2481,232,355,6989,545
21157,3,1,14619,6877,59231
21164,2,1,55676,0,94032
21174,1,1,9513,6877,2419200
21177,2674,116,464,6894,817
21213,5,2,1448157,0,258792
21237,2096,191,633,6915,907
21241,34,5,2111,7244,66803
21244,6960,4250,2384,8573,336
21247,22,21,2447,7189,18
21260,167,1,525,6877,1881
21262,48,2,1635,287,9085
21268,5,1,4173808,0,124225
21277,328,257,550,8179,11
21291,25,10,457,6877,90545
21308,1,1,701097,0,2419200
21335,74,34,447,6877,17497
21348,9,1,794,6877,64420
21349,1139,434,700,2900,1035
21351,1150,812,585,8239,157
21356,4,2,1741626,0,428989
21357,1,1,26945,0,2419200
21387,6,1,337,0,177
21389,3,1,1171231,6877,413938
21406,1090,459,22157,10049,937
21407,3,1,86421,6877,402179
21441,4,1,7221678,6877,84894
21459,25,1,390680,0,79520
21468,2,1,378,0,282318
21498,1094,861,1126,8212,1892
21527,3,1,147916,0,231749
21530,1,1,1199304,6877,2419200
21585,1,1,2768,6877,2419200
21592,15,5,85288,6877,65476
21620,1,1,21456,6877,2419200
21626,4,1,1190778,6877,44113
21628,1,1,635,6877,2419200
21630,3,1,1695,6877,251989
21636,18,6,1606,7471,67658
21670,1,1,266,6877,2419200
21672,6762,4063,3358,8534,318
21687,16,4,2346,7322,133870
21690,4,2,456490,5158,452943
21699,1,1,8267,0,2419200
21705,1,1,92769,6877,2419200
21715,2,2,33579,6877,47776
21728,10,4,2151,7233,121752
21738,7,1,694402,6877,260287
21743,72,69,1077,8170,6552
21749,109,48,503,7167,18492
21756,3078,1955,580,8465,375
21806,1,1,1112017,6877,2419200
21809,3,3,217,6877,635599
21823,872,79,7652,1396,785
21840,6,1,1926059,6877,272936
21849,3,1,1401021,6877,206832
21860,4,3,413923,5158,361676
21861,33,1,2297015,0,63603
21862,2,1,4128297,6877,78734
21880,5,3,2246782,5502,257465
21892,4,1,278006,0,70
21897,364,300,1109,8978,2510
21908,5,5,450,2901,106659
21936,17494,768,361,6951,116
21940,2,1,598,6877,432964
21959,255,216,1020,8613,7875
21962,1,1,4483,6877,2419200
21976,815,237,712,8105,12
21985,2617,476,728,8119,751
22008,7240,4507,2109,8606,295
22037,3,2,23752,6877,603753
22038,1,1,430077,0,2419200
22054,1,1,232032,0,2419200
22062,5,1,216,6877,597
22063,8,2,186816,860,262080
22064,2,1,12474,0,331304
22067,3,1,93431,0,188926
22068,934,731,3472,8975,1214
22075,1,1,6650,0,2419200
22082,4,4,44481,6877,369144
22101,4,1,940137,0,432574
22119,9,1,1532126,0,164023
22139,4,2,108879,6877,397281
22144,2,2,37174,0,386238
22155,3,1,140779,6877,129063
22165,8,1,392,6877,204946
22169,736,94,989,6995,2187
22180,6,1,7100,0,375774
22220,1,1,658018,6877,2419200
22221,639,3,272157,6877,3038
22243,11,1,30521,0,188775
22248,1,1,8262,0,2419200
22253,4,1,4620,6877,454412
22263,3,1,1434,6877,112626
22279,1,1,243618,6877,2419200
22287,7,3,2458443,0,257567
22288,1,1,630093,0,2419200
22292,1,1,106471,6877,2419200
22294,1255,105,337,6909,50
22295,1,1,1238,0,2419200
22296,42,2,418,1474,3496
22304,1872,1390,540,8456,417
22306,2,1,604966,0,16026
22308,2,1,19551,0,77
22325,7747,2545,722,8165,291
22334,2,1,4675965,0,342551
22344,1,1,528,6877,2419200
22381,1,1,168,14081,2419200
22395,11,1,349354,6877,189062
22404,1257,146,498,6941,72
22406,5,1,2319,0,362740
22414,3,1,13012699,6877,667949
22433,3,1,157153,6877,57125
22435,1,1,435,0,2419200
22441,4,2,81265,0,42321
22460,2,2,134381,0,49229
22466,20,1,523,6877,91130
22476,13,2,58966,0,91419
22485,5,2,2707937,6877,144103
22487,3,1,22102,6877,54283
22489,7,1,5415977,0,269560
22495,1,1,6148,6877,2419200
22498,4,4,551,5158,214036
22536,2099,20,438,6877,215
22541,3,3,5239889,4585,636103
22543,202,126,1796,2924,3831
22544,2,1,7485,0,74066
22581,1,1,144444,0,2419200
22583,70,2,1181506,6877,31283
22584,22,1,541,6877,63331
22590,2,2,130100,0,688391
22596,10,2,15964,0,207860
22601,1550,805,546,9034,1576
22607,1,1,1035,6877,2419200
22610,7,1,251503,0,272075
22612,2,2,2848940,0,78912
22614,3,1,2992,0,548328
22623,11,4,722295,4376,155193
22625,7,3,72318,5895,96821
22641,1,1,434,17003,2419200
22642,3,2,125321,4585,402998
22646,5933,3706,1598,8589,144
22669,18,1,25133,6877,77893
22684,2,2,126097,6877,84303
22687,1,1,7392,6877,2419200
22689,7,2,596310,0,316623
22693,121,13,433,6877,18386
22702,7,1,234995,6877,40983
22703,3,1,556771,0,121825
22713,299,4,5035,0,7327
22724,19,1,142323,6877,59932
22728,9,3,90384,6877,87956
22732,11,2,469479,0,126182
22756,4731,3646,1500,8494,139
22782,1,1,2888,6877,2419200
22803,12,2,563,2292,1223
22805,1,1,3542,8658,2419200
22820,1,1,3743,6877,2419200
22825,1,1,276499,6877,2419200
22843,9,1,72457,6877,220021
22846,2,1,479,0,346827
22860,33,1,462916,0,63219
22863,103,7,266727,2804,21737
22895,1887,1337,609,8518,345
22898,141,126,2736,8178,827
22933,14,1,434040,0,135306
22935,1,1,411214,6877,2419200
22953,2,1,5954356,0,51479
22962,15851,5695,986,8275,149
22983,15,1,204084,6877,140146
22989,17,3,27746,0,116651
22996,5,1,5108336,6877,167197
23016,2301,1641,566,8466,39
23022,1,1,70777,6877,2419200
23025,6,1,32180,6877,316256
23026,16,4,1504,6877,60629
23031,1,1,32666716,0,2419200
23038,56,51,374,8099,927
23056,64,1,336097,0,11341
23063,22,2,715368,0,85934
23082,9,2,598495,6877,219753
23087,5,1,2880,6877,400608
23109,3,1,266597,6877,140591
23111,1,1,227053,6877,2419200
23114,6,1,759666,6877,227555
23122,905,575,1514,9022,232
23124,46,1,280608,0,50249
23136,1,1,5060,6877,2419200
23144,4,2,4382981,3439,237549
23165,5,1,50054,6877,314197
23169,119,1,186833,6877,20530
23176,2,2,3755984,6877,739554
23180,5,1,1419749,6877,294656
23191,45,3,3800726,4279,33009
23193,1,1,12765726,6877,2419200
23198,29,1,2698,6877,76807
23204,2,1,4326,6877,153758
23213,1,1,1355,2439,2419200
23214,47,1,459842,6877,47755
23221,11,1,5336583,6877,164438
23244,1,1,7214,0,2419200
23257,3798,1722,721,8542,154
23265,2,1,9033689,6877,1537
23267,671,461,1235,8075,1217
23272,8440,2009,437,7509,231
23304,2,1,376768,0,162363
23311,63,3,442678,0,33329
23329,3,1,177142,6877,489187
23332,2,1,981022,6877,93040
23334,907,1,561,0,2728
23345,3,1,1489822,0,489502
23346,20,2,44006,2063,107257
23351,2,1,282279,0,454366
23352,3,1,195032,6877,403154
23364,2,1,338,6877,2344
23365,5,3,1508,6877,243872
23368,2,1,157302,6877,266964
23383,1,1,4241,6877,2419200
23397,1,1,697722,6877,2419200
23398,1534,474,548,10378,1356
23399,2137,234,406,6887,124
23421,1,1,4238,0,2419200
23433,1,1,19935,0,2419200
23452,41,40,2737,8312,15
23466,1,1,4110,6877,2419200
23468,2,1,7361,0,345142
23482,1,1,1736803,6877,2419200
23491,4,3,2614,7768,197620
23497,248,61,327,6877,25
23506,1,1,214,6877,2419200
23526,2,1,303,0,0
23530,1,1,4564,6877,2419200
23561,4,1,10839,6877,430610
23579,2,1,6587100,6877,261
23593,8,1,141277,6877,204192
23604,4,1,4044211,6877,125808
23611,6161,2954,997,8778,402
23627,48,2,76875,6877,39611
23632,2,1,2264142,0,461934
23654,2,1,356792,0,88124
23669,6,1,26510,6877,273068
23700,43,1,1439873,0,46863
23701,1,1,3698,6877,2419200
23702,143,8,5998,6733,12195
23711,4,3,2181134,6877,412844
23712,3,1,45589,0,14254
23755,16,1,857,0,119212
23759,4,2,273722,0,298628
23771,1,1,1093,6877,2419200
23778,2,1,202934,6877,611246
23785,167,3,330608,6877,13118
23787,2,1,32039,0,943018
23804,4,2,2365418,1719,323240
23806,4,2,4198,6877,308077
23825,44,1,248216,0,51131
23874,1,1,5067,0,2419200
23904,9,1,1814,6877,4157
23907,17,3,3062150,809,125414
23911,2,2,262142,3439,211912
23913,3,1,1354628,0,147285
23917,71,1,1647,6877,26872
23929,5,1,31810,6877,226318
23932,4,1,216426,6877,212351
23934,2,1,1838992,6877,123644
23942,11,1,119093,0,180473
23946,3,2,4306,6877,593719
23950,13,1,66539,0,131465
23951,1,1,26957,6877,2419200
23984,2,1,62859,6877,1371
23989,4371,1980,611,8286,518
23991,1,1,6027,0,2419200
23994,1,1,3240,0,2419200
23996,1,1,64076,0,2419200
23998,5,1,83389,6877,259521
